shop_title,category_title,title,transacted_date,price_sell,avg_margin,avg_cost,total
Holiday Destination,Soft Drink,Soft Drink,24/07/2023,3.62,1.68,1.94,5
Holiday Destination,Soft Drink,Soft Drink,25/07/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,25/07/2023,3.62,2.52,1.1,6
Holiday Destination,Soft Drink,Soft Drink,26/07/2023,3.62,2.1,1.52,5
Holiday Destination,Soft Drink,Soft Drink,27/07/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,27/07/2023,3.62,1.92,1.7,8
Holiday Destination,Soft Drink,Soft Drink,28/07/2023,3.62,2.24,1.38,4
Holiday Destination,Soft Drink,Soft Drink,29/07/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,29/07/2023,3.62,2.02,1.6,6
Holiday Destination,Soft Drink,Soft Drink,30/07/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,30/07/2023,3.62,2.35,1.27,7
Holiday Destination,Soft Drink,Soft Drink,31/07/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,31/07/2023,3.62,1.92,1.7,8
Holiday Destination,Soft Drink,Soft Drink,1/08/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,1/08/2023,3.62,1.68,1.94,3
Holiday Destination,Soft Drink,Soft Drink,2/08/2023,3.44,1.5,1.94,2
Holiday Destination,Soft Drink,Soft Drink,2/08/2023,3.62,1.68,1.94,3
Holiday Destination,Soft Drink,Soft Drink,3/08/2023,3.44,1.5,1.94,5
Holiday Destination,Soft Drink,Soft Drink,3/08/2023,3.62,2.52,1.1,3
Holiday Destination,Soft Drink,Soft Drink,4/08/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,4/08/2023,3.62,1.68,1.94,3
Holiday Destination,Soft Drink,Soft Drink,5/08/2023,3.44,1.5,1.94,4
Holiday Destination,Soft Drink,Soft Drink,5/08/2023,3.62,1.68,1.94,15
Holiday Destination,Soft Drink,Soft Drink,6/08/2023,3.62,2.8,0.82,5
Holiday Destination,Soft Drink,Soft Drink,7/08/2023,3.26,1.32,1.94,1
Holiday Destination,Soft Drink,Soft Drink,7/08/2023,3.62,1.68,1.94,3
Holiday Destination,Soft Drink,Soft Drink,8/08/2023,3.44,1.5,1.94,2
Holiday Destination,Soft Drink,Soft Drink,8/08/2023,3.62,1.68,1.94,3
Holiday Destination,Soft Drink,Soft Drink,9/08/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,9/08/2023,3.62,1.68,1.94,3
Holiday Destination,Soft Drink,Soft Drink,10/08/2023,3.44,1.8,1.64,6
Holiday Destination,Soft Drink,Soft Drink,10/08/2023,3.62,2.24,1.38,4
Holiday Destination,Soft Drink,Soft Drink,11/08/2023,3.44,3,0.44,2
Holiday Destination,Soft Drink,Soft Drink,11/08/2023,3.62,1.68,1.94,1
Holiday Destination,Soft Drink,Soft Drink,12/08/2023,3.44,1.5,1.94,3
Holiday Destination,Soft Drink,Soft Drink,12/08/2023,3.62,1.68,1.94,4
Holiday Destination,Soft Drink,Soft Drink,13/08/2023,3.44,1.5,1.94,3
Holiday Destination,Soft Drink,Soft Drink,13/08/2023,3.62,2.1,1.52,5
Holiday Destination,Soft Drink,Soft Drink,14/08/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,14/08/2023,3.62,1.68,1.94,11
Holiday Destination,Soft Drink,Soft Drink,15/08/2023,3.44,1.5,1.94,2
Holiday Destination,Soft Drink,Soft Drink,15/08/2023,3.62,1.68,1.94,1
Holiday Destination,Soft Drink,Soft Drink,16/08/2023,3.62,2.3,1.32,7
Holiday Destination,Soft Drink,Soft Drink,17/08/2023,3.44,1.79,1.65,5
Holiday Destination,Soft Drink,Soft Drink,17/08/2023,3.62,1.97,1.65,5
Holiday Destination,Soft Drink,Soft Drink,18/08/2023,3.44,1.79,1.65,1
Holiday Destination,Soft Drink,Soft Drink,18/08/2023,3.62,2.76,0.86,7
Holiday Destination,Soft Drink,Soft Drink,19/08/2023,3.44,1.79,1.65,3
Holiday Destination,Soft Drink,Soft Drink,19/08/2023,3.62,1.97,1.65,2
Holiday Destination,Soft Drink,Soft Drink,20/08/2023,3.44,1.79,1.65,2
Holiday Destination,Soft Drink,Soft Drink,20/08/2023,3.62,1.97,1.65,8
Holiday Destination,Soft Drink,Soft Drink,21/08/2023,3.44,1.79,1.65,3
Holiday Destination,Soft Drink,Soft Drink,21/08/2023,3.62,1.97,1.65,3
Holiday Destination,Soft Drink,Soft Drink,22/08/2023,3.44,1.79,1.65,3
Holiday Destination,Soft Drink,Soft Drink,22/08/2023,3.62,1.97,1.65,2
Holiday Destination,Soft Drink,Soft Drink,23/08/2023,3.44,1.79,1.65,2
Holiday Destination,Soft Drink,Soft Drink,23/08/2023,3.62,2.25,1.37,8
Holiday Destination,Soft Drink,Soft Drink,24/08/2023,3.44,1.79,1.65,2
Holiday Destination,Soft Drink,Soft Drink,24/08/2023,3.62,1.97,1.65,5
Holiday Destination,Soft Drink,Soft Drink,25/08/2023,3.44,1.79,1.65,2
Holiday Destination,Soft Drink,Soft Drink,25/08/2023,3.62,1.97,1.65,1
Holiday Destination,Soft Drink,Soft Drink,26/08/2023,3.62,1.97,1.65,3
Holiday Destination,Soft Drink,Soft Drink,27/08/2023,3.44,1.79,1.65,1
Holiday Destination,Soft Drink,Soft Drink,27/08/2023,3.62,1.97,1.65,3
Holiday Destination,Soft Drink,Soft Drink,28/08/2023,3.44,1.79,1.65,1
Holiday Destination,Soft Drink,Soft Drink,29/08/2023,3.44,1.79,1.65,3
Holiday Destination,Soft Drink,Soft Drink,29/08/2023,3.62,2.46,1.16,5
Holiday Destination,Soft Drink,Soft Drink,30/08/2023,3.44,1.5,1.94,4
Holiday Destination,Soft Drink,Soft Drink,30/08/2023,3.62,1.68,1.94,4
Holiday Destination,Soft Drink,Soft Drink,31/08/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,31/08/2023,3.62,1.68,1.94,1
Holiday Destination,Soft Drink,Soft Drink,1/09/2023,3.44,2,1.44,4
Holiday Destination,Soft Drink,Soft Drink,1/09/2023,3.62,1.68,1.94,5
Holiday Destination,Soft Drink,Soft Drink,2/09/2023,3.44,1.5,1.94,3
Holiday Destination,Soft Drink,Soft Drink,2/09/2023,3.62,1.68,1.94,2
Holiday Destination,Soft Drink,Soft Drink,3/09/2023,3.26,1.32,1.94,1
Holiday Destination,Soft Drink,Soft Drink,3/09/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,3/09/2023,3.62,1.68,1.94,4
Holiday Destination,Soft Drink,Soft Drink,4/09/2023,3.44,1.5,1.94,2
Holiday Destination,Soft Drink,Soft Drink,4/09/2023,3.62,1.68,1.94,1
Holiday Destination,Soft Drink,Soft Drink,5/09/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,5/09/2023,3.62,1.68,1.94,2
Holiday Destination,Soft Drink,Soft Drink,6/09/2023,1.45,-0.49,1.94,1
Holiday Destination,Soft Drink,Soft Drink,6/09/2023,3.44,3,0.44,2
Holiday Destination,Soft Drink,Soft Drink,6/09/2023,3.62,1.68,1.94,3
Holiday Destination,Soft Drink,Soft Drink,7/09/2023,3.44,1.5,1.94,2
Holiday Destination,Soft Drink,Soft Drink,7/09/2023,3.62,1.68,1.94,3
Holiday Destination,Soft Drink,Soft Drink,8/09/2023,3.44,1.5,1.94,3
Holiday Destination,Soft Drink,Soft Drink,9/09/2023,3.44,1.5,1.94,3
Holiday Destination,Soft Drink,Soft Drink,9/09/2023,3.62,1.68,1.94,5
Holiday Destination,Soft Drink,Soft Drink,10/09/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,10/09/2023,3.62,2.52,1.1,3
Holiday Destination,Soft Drink,Soft Drink,11/09/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,11/09/2023,3.62,1.68,1.94,2
Holiday Destination,Soft Drink,Soft Drink,12/09/2023,3.44,1.5,1.94,4
Holiday Destination,Soft Drink,Soft Drink,12/09/2023,3.62,3.36,0.26,2
Holiday Destination,Soft Drink,Soft Drink,13/09/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,13/09/2023,3.62,2.52,1.1,3
Holiday Destination,Soft Drink,Soft Drink,14/09/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,14/09/2023,3.62,1.68,1.94,4
Holiday Destination,Soft Drink,Soft Drink,15/09/2023,3.44,1.5,1.94,3
Holiday Destination,Soft Drink,Soft Drink,15/09/2023,3.62,1.68,1.94,2
Holiday Destination,Soft Drink,Soft Drink,16/09/2023,3.26,1.32,1.94,1
Holiday Destination,Soft Drink,Soft Drink,16/09/2023,3.62,1.68,1.94,3
Holiday Destination,Soft Drink,Soft Drink,17/09/2023,3.62,1.68,1.94,2
Holiday Destination,Soft Drink,Soft Drink,18/09/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,19/09/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,22/09/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,23/09/2023,3.26,1.32,1.94,1
Holiday Destination,Soft Drink,Soft Drink,27/09/2023,3.44,1.5,1.94,1
Holiday Destination,Soft Drink,Soft Drink,11/10/2023,3.62,2.96,0.66,3
Holiday Destination,Soft Drink,Soft Drink,16/10/2023,3.44,1.79,1.65,1
Country Store,Ice Cream,Ice Cream,2/11/2022,8.5,1.78,6.72,1
Country Store,Ice Cream,Ice Cream,4/11/2022,8.5,1.78,6.72,1
Country Store,Ice Cream,Ice Cream,5/11/2022,8.5,1.78,6.72,4
Country Store,Ice Cream,Ice Cream,18/11/2022,9.09,3.96,5.13,1
Country Store,Ice Cream,Ice Cream,21/11/2022,9.09,7.92,1.17,4
Country Store,Ice Cream,Ice Cream,24/11/2022,9.09,3.96,5.13,1
Country Store,Ice Cream,Ice Cream,27/11/2022,9.09,3.96,5.13,2
Country Store,Ice Cream,Ice Cream,28/11/2022,9.09,3.96,5.13,1
Country Store,Ice Cream,Ice Cream,30/11/2022,5.25,0.57,4.68,5
Country Store,Ice Cream,Ice Cream,1/12/2022,5.25,0.85,4.4,3
Country Store,Ice Cream,Ice Cream,2/12/2022,5.25,0.57,4.68,2
Country Store,Ice Cream,Ice Cream,3/12/2022,5.25,0.57,4.68,2
Country Store,Ice Cream,Ice Cream,9/12/2022,11.1,5.97,5.13,1
Country Store,Ice Cream,Ice Cream,22/12/2022,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,27/12/2022,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,31/12/2022,11.1,2.96,8.14,3
Country Store,Ice Cream,Ice Cream,4/01/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,8/01/2023,11.1,4.44,6.66,3
Country Store,Ice Cream,Ice Cream,10/01/2023,11.1,5.97,5.13,1
Country Store,Ice Cream,Ice Cream,12/01/2023,9.09,3.96,5.13,2
Country Store,Ice Cream,Ice Cream,13/01/2023,9.09,3.96,5.13,1
Country Store,Ice Cream,Ice Cream,14/01/2023,9.09,3.96,5.13,1
Country Store,Ice Cream,Ice Cream,17/01/2023,9.09,3.96,5.13,1
Country Store,Ice Cream,Ice Cream,19/01/2023,9.09,3.96,5.13,2
Country Store,Ice Cream,Ice Cream,20/01/2023,9.09,3.96,5.13,2
Country Store,Ice Cream,Ice Cream,21/01/2023,9.09,3.96,5.13,1
Country Store,Ice Cream,Ice Cream,22/01/2023,9.09,3.96,5.13,1
Country Store,Ice Cream,Ice Cream,23/01/2023,9.09,3.96,5.13,1
Country Store,Ice Cream,Ice Cream,25/01/2023,5.25,0.57,4.68,3
Country Store,Ice Cream,Ice Cream,26/01/2023,5.25,0.8,4.45,7
Country Store,Ice Cream,Ice Cream,27/01/2023,5.25,0.57,4.68,4
Country Store,Ice Cream,Ice Cream,11/02/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,13/02/2023,11.1,4.44,6.66,3
Country Store,Ice Cream,Ice Cream,16/02/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,18/02/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,28/02/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,1/03/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,3/03/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,5/03/2023,11.1,5.92,5.18,2
Country Store,Ice Cream,Ice Cream,6/03/2023,11.1,4.41,6.69,1
Country Store,Ice Cream,Ice Cream,11/03/2023,10.09,2.96,7.14,1
Country Store,Ice Cream,Ice Cream,12/03/2023,10.09,2.96,7.14,1
Country Store,Ice Cream,Ice Cream,15/03/2023,10.09,2.96,7.14,2
Country Store,Ice Cream,Ice Cream,16/03/2023,10.09,2.96,7.14,1
Country Store,Ice Cream,Ice Cream,18/03/2023,10.09,2.96,7.14,1
Country Store,Ice Cream,Ice Cream,22/03/2023,9,1.87,7.13,1
Country Store,Ice Cream,Ice Cream,23/03/2023,9,1.87,7.13,1
Country Store,Ice Cream,Ice Cream,24/03/2023,9,1.87,7.13,1
Country Store,Ice Cream,Ice Cream,25/03/2023,9,1.87,7.13,2
Country Store,Ice Cream,Ice Cream,29/03/2023,11.1,3.97,7.14,1
Country Store,Ice Cream,Ice Cream,1/04/2023,11.1,3.97,7.14,2
Country Store,Ice Cream,Ice Cream,3/04/2023,11.1,3.97,7.13,1
Country Store,Ice Cream,Ice Cream,5/04/2023,10.09,2.96,7.13,1
Country Store,Ice Cream,Ice Cream,6/04/2023,10.09,2.96,7.13,1
Country Store,Ice Cream,Ice Cream,8/04/2023,10.09,2.96,7.13,2
Country Store,Ice Cream,Ice Cream,11/04/2023,10.09,2.96,7.13,1
Country Store,Ice Cream,Ice Cream,20/04/2023,9,1.87,7.13,2
Country Store,Ice Cream,Ice Cream,22/04/2023,9,1.87,7.13,1
Country Store,Ice Cream,Ice Cream,27/04/2023,11.1,3.97,7.13,1
Country Store,Ice Cream,Ice Cream,28/04/2023,11.1,7.93,3.17,2
Country Store,Ice Cream,Ice Cream,4/05/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,7/05/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,10/05/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,16/05/2023,11.1,4.38,6.72,1
Country Store,Ice Cream,Ice Cream,22/05/2023,9.79,3.07,6.72,1
Country Store,Ice Cream,Ice Cream,26/05/2023,9.79,3.07,6.72,2
Country Store,Ice Cream,Ice Cream,30/05/2023,9.79,3.07,6.72,1
Country Store,Ice Cream,Ice Cream,3/06/2023,8.5,1.78,6.72,1
Country Store,Ice Cream,Ice Cream,4/06/2023,8.5,1.78,6.72,2
Country Store,Ice Cream,Ice Cream,7/06/2023,11.1,8.76,2.34,2
Country Store,Ice Cream,Ice Cream,10/06/2023,11.1,4.38,6.72,2
Country Store,Ice Cream,Ice Cream,11/06/2023,11.1,4.38,6.72,1
Country Store,Ice Cream,Ice Cream,17/06/2023,10.09,2.96,7.13,1
Country Store,Ice Cream,Ice Cream,21/06/2023,9,1.87,7.13,3
Country Store,Ice Cream,Ice Cream,22/06/2023,9,1.87,7.13,1
Country Store,Ice Cream,Ice Cream,24/06/2023,9,1.87,7.13,1
Country Store,Ice Cream,Ice Cream,25/06/2023,9,1.87,7.13,1
Country Store,Ice Cream,Ice Cream,30/06/2023,11.1,3.97,7.13,1
Country Store,Ice Cream,Ice Cream,1/07/2023,11.1,3.97,7.13,1
Country Store,Ice Cream,Ice Cream,3/07/2023,9.99,1.85,8.14,1
Country Store,Ice Cream,Ice Cream,5/07/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,8/07/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,12/07/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,14/07/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,15/07/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,18/07/2023,11.1,3.97,7.13,1
Country Store,Ice Cream,Ice Cream,21/07/2023,10.29,3.16,7.13,1
Country Store,Ice Cream,Ice Cream,28/07/2023,10.29,3.16,7.13,2
Country Store,Ice Cream,Ice Cream,29/07/2023,10.29,3.16,7.13,2
Country Store,Ice Cream,Ice Cream,30/07/2023,10.29,3.16,7.13,1
Country Store,Ice Cream,Ice Cream,31/07/2023,10.29,3.16,7.13,1
Country Store,Ice Cream,Ice Cream,1/08/2023,10.29,3.16,7.13,1
Country Store,Ice Cream,Ice Cream,2/08/2023,9,1.87,7.13,1
Country Store,Ice Cream,Ice Cream,4/08/2023,9,1.87,7.13,1
Country Store,Ice Cream,Ice Cream,6/08/2023,9,1.87,7.13,1
Country Store,Ice Cream,Ice Cream,10/08/2023,11.1,3.97,7.13,1
Country Store,Ice Cream,Ice Cream,11/08/2023,11.1,3.97,7.13,1
Country Store,Ice Cream,Ice Cream,16/08/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,21/08/2023,11.1,5.92,5.18,2
Country Store,Ice Cream,Ice Cream,25/08/2023,11.1,2.96,8.14,2
Country Store,Ice Cream,Ice Cream,29/08/2023,11.1,5.97,5.13,1
Country Store,Ice Cream,Ice Cream,3/09/2023,9.79,4.66,5.13,1
Country Store,Ice Cream,Ice Cream,12/09/2023,9.79,9.32,0.47,2
Country Store,Ice Cream,Ice Cream,13/09/2023,5.25,0.76,4.49,4
Country Store,Ice Cream,Ice Cream,14/09/2023,5.25,0.57,4.68,2
Country Store,Ice Cream,Ice Cream,16/09/2023,5.25,0.57,4.68,2
Country Store,Ice Cream,Ice Cream,17/09/2023,5.25,0.57,4.68,1
Country Store,Ice Cream,Ice Cream,18/09/2023,5.25,0.57,4.68,1
Country Store,Ice Cream,Ice Cream,19/09/2023,5.25,0.57,4.68,1
Country Store,Ice Cream,Ice Cream,21/09/2023,11.1,5.97,5.13,1
Country Store,Ice Cream,Ice Cream,23/09/2023,11.1,5.97,5.13,1
Country Store,Ice Cream,Ice Cream,24/09/2023,11.1,5.97,5.13,1
Country Store,Ice Cream,Ice Cream,27/09/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,29/09/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,30/09/2023,11.1,2.96,8.14,1
Country Store,Ice Cream,Ice Cream,7/10/2023,10.29,3.16,7.13,1
Country Store,Ice Cream,Ice Cream,8/10/2023,10.29,3.16,7.13,1
Country Store,Ice Cream,Ice Cream,9/10/2023,10.29,3.16,7.13,1
Country Store,Ice Cream,Ice Cream,11/10/2023,10.29,3.16,7.13,1
Country Store,Ice Cream,Ice Cream,12/10/2023,10.29,3.16,7.13,1
Country Store,Ice Cream,Ice Cream,13/10/2023,10.29,3.16,7.13,2
Country Store,Ice Cream,Ice Cream,14/10/2023,10.29,3.16,7.13,1
Country Store,Ice Cream,Ice Cream,15/10/2023,10.29,3.16,7.13,1
Country Store,Ice Cream,Ice Cream,17/10/2023,10.29,3.16,7.13,1
Country Store,Ice Cream,Ice Cream,19/10/2023,9,1.87,7.13,3
Country Store,Ice Cream,Ice Cream,20/10/2023,9,1.49,7.51,1
Country Store,Ice Cream,Ice Cream,26/10/2023,12.19,4.68,7.51,2
Country Store,Ice Cream,Ice Cream,29/10/2023,12.19,4.68,7.51,1
Country Store,Confectionery,Confectionery,2/11/2022,5.32,3.12,2.2,1
Country Store,Confectionery,Confectionery,4/11/2022,5.32,3.12,2.2,3
Country Store,Confectionery,Confectionery,5/11/2022,5.32,4.45,0.87,10
Country Store,Confectionery,Confectionery,16/11/2022,4.39,6.56,-2.17,3
Country Store,Confectionery,Confectionery,18/11/2022,4.39,2.19,2.2,1
Country Store,Confectionery,Confectionery,19/11/2022,4.39,2.19,2.2,1
Country Store,Confectionery,Confectionery,22/11/2022,4.39,2.19,2.2,1
Country Store,Confectionery,Confectionery,25/11/2022,4.39,2.19,2.2,1
Country Store,Confectionery,Confectionery,26/11/2022,4.39,2.91,1.48,4
Country Store,Confectionery,Confectionery,29/11/2022,4.39,4.37,0.02,2
Country Store,Confectionery,Confectionery,2/12/2022,2.5,0.3,2.2,2
Country Store,Confectionery,Confectionery,3/12/2022,2.5,0.39,2.11,4
Country Store,Confectionery,Confectionery,4/12/2022,2.5,0.3,2.2,1
Country Store,Confectionery,Confectionery,5/12/2022,2.5,0.3,2.2,3
Country Store,Confectionery,Confectionery,7/12/2022,5.32,3.12,2.2,2
Country Store,Confectionery,Confectionery,9/12/2022,5.32,3.12,2.2,2
Country Store,Confectionery,Confectionery,12/12/2022,5.32,2.63,2.69,2
Country Store,Confectionery,Confectionery,13/12/2022,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,15/12/2022,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,17/12/2022,5.32,2.63,2.69,2
Country Store,Confectionery,Confectionery,19/12/2022,5.32,2.63,2.69,2
Country Store,Confectionery,Confectionery,22/12/2022,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,24/12/2022,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,26/12/2022,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,27/12/2022,5.32,2.63,2.69,3
Country Store,Confectionery,Confectionery,28/12/2022,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,29/12/2022,5.32,2.63,2.69,3
Country Store,Confectionery,Confectionery,30/12/2022,5.32,4.38,0.94,5
Country Store,Confectionery,Confectionery,31/12/2022,5.32,2.63,2.69,5
Country Store,Confectionery,Confectionery,1/01/2023,5.32,2.63,2.69,2
Country Store,Confectionery,Confectionery,3/01/2023,5.32,2.63,2.69,4
Country Store,Confectionery,Confectionery,4/01/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,5/01/2023,5.32,2.63,2.69,3
Country Store,Confectionery,Confectionery,6/01/2023,5.32,2.63,2.69,2
Country Store,Confectionery,Confectionery,7/01/2023,5.32,3.95,1.37,3
Country Store,Confectionery,Confectionery,8/01/2023,5.32,2.63,2.69,2
Country Store,Confectionery,Confectionery,9/01/2023,5.32,2.63,2.69,3
Country Store,Confectionery,Confectionery,10/01/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,11/01/2023,5.32,3.95,1.37,3
Country Store,Confectionery,Confectionery,12/01/2023,5.32,5.26,0.06,2
Country Store,Confectionery,Confectionery,13/01/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,16/01/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,17/01/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,18/01/2023,5.32,2.63,2.69,2
Country Store,Confectionery,Confectionery,19/01/2023,5.32,2.63,2.69,4
Country Store,Confectionery,Confectionery,20/01/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,21/01/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,22/01/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,24/01/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,25/01/2023,5.32,2.63,2.69,2
Country Store,Confectionery,Confectionery,26/01/2023,5.32,3.51,1.81,4
Country Store,Confectionery,Confectionery,30/01/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,31/01/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,2/02/2023,5.32,5.26,0.06,2
Country Store,Confectionery,Confectionery,3/02/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,4/02/2023,5.32,2.63,2.69,3
Country Store,Confectionery,Confectionery,5/02/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,7/02/2023,5.32,1.85,3.47,1
Country Store,Confectionery,Confectionery,9/02/2023,5.32,3.7,1.62,2
Country Store,Confectionery,Confectionery,10/02/2023,5.32,1.85,3.47,2
Country Store,Confectionery,Confectionery,13/02/2023,5.32,1.85,3.47,1
Country Store,Confectionery,Confectionery,16/02/2023,5.32,1.85,3.47,1
Country Store,Confectionery,Confectionery,17/02/2023,5.32,1.85,3.47,1
Country Store,Confectionery,Confectionery,19/02/2023,5.32,1.85,3.47,2
Country Store,Confectionery,Confectionery,20/02/2023,5.32,3.12,2.2,1
Country Store,Confectionery,Confectionery,21/02/2023,5.32,3.12,2.2,1
Country Store,Confectionery,Confectionery,25/02/2023,4.39,3.28,1.11,6
Country Store,Confectionery,Confectionery,3/03/2023,4.39,2.19,2.2,1
Country Store,Confectionery,Confectionery,4/03/2023,4.39,2.19,2.2,2
Country Store,Confectionery,Confectionery,10/03/2023,5.32,3.12,2.2,3
Country Store,Confectionery,Confectionery,11/03/2023,5.32,3.64,1.68,7
Country Store,Confectionery,Confectionery,12/03/2023,5.32,4.67,0.65,12
Country Store,Confectionery,Confectionery,15/03/2023,5.32,3.12,2.2,3
Country Store,Confectionery,Confectionery,17/03/2023,5.32,3.12,2.2,3
Country Store,Confectionery,Confectionery,25/03/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,5/04/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,6/04/2023,5.32,3.95,1.37,6
Country Store,Confectionery,Confectionery,7/04/2023,5.32,2.92,2.4,10
Country Store,Confectionery,Confectionery,8/04/2023,5.32,2.96,2.36,9
Country Store,Confectionery,Confectionery,9/04/2023,5.32,2.63,2.69,3
Country Store,Confectionery,Confectionery,10/04/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,11/04/2023,4.79,4.2,0.59,2
Country Store,Confectionery,Confectionery,12/04/2023,5.32,3.51,1.81,4
Country Store,Confectionery,Confectionery,13/04/2023,5.32,2.63,2.69,3
Country Store,Confectionery,Confectionery,14/04/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,18/04/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,20/04/2023,5.32,2.63,2.69,2
Country Store,Confectionery,Confectionery,21/04/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,22/04/2023,5.32,3.29,2.03,5
Country Store,Confectionery,Confectionery,23/04/2023,5.32,5.26,0.06,6
Country Store,Confectionery,Confectionery,25/04/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,29/04/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,3/05/2023,4,1.31,2.69,1
Country Store,Confectionery,Confectionery,6/05/2023,4,1.31,2.69,1
Country Store,Confectionery,Confectionery,7/05/2023,4,1.31,2.69,1
Country Store,Confectionery,Confectionery,13/05/2023,5.32,2.63,2.69,1
Country Store,Confectionery,Confectionery,19/05/2023,4.39,2.19,2.2,2
Country Store,Confectionery,Confectionery,23/05/2023,4.39,2.19,2.2,1
Country Store,Confectionery,Confectionery,27/05/2023,4.39,2.19,2.2,3
Country Store,Confectionery,Confectionery,28/05/2023,4.39,2.19,2.2,1
Country Store,Confectionery,Confectionery,31/05/2023,2.75,0.55,2.2,1
Country Store,Confectionery,Confectionery,2/06/2023,2.75,0.55,2.2,1
Country Store,Confectionery,Confectionery,19/06/2023,5.32,3.12,2.2,2
Country Store,Confectionery,Confectionery,20/06/2023,5.32,3.12,2.2,2
Country Store,Confectionery,Confectionery,22/06/2023,4.39,2.19,2.2,1
Country Store,Confectionery,Confectionery,23/06/2023,4.39,2.19,2.2,1
Country Store,Confectionery,Confectionery,25/06/2023,4.39,2.19,2.2,2
